Entry,Entry name,geneid,genename
Q3THF9,CQ10B_MOUSE,67876;,Coq10b
Q64735,CR1L_MOUSE,12946;,Cr1l
Q8BH52,CR3L2_MOUSE,208647;,Creb3l2
Q91V57,CHIN_MOUSE,108699;,Chn1
Q80XD1,CHIO_MOUSE,69993;,Chn2
Q8C025,CHPT1_MOUSE,212862;,Chpt1
Q6ZQ11,CHSS1_MOUSE,269941;,Chsy1
Q5DTK1,CHSS3_MOUSE,78923;,Chsy3
Q8BQ86,CHST8_MOUSE,68947;,Chst8
Q99LL3,CHSTC_MOUSE,59031;,Chst12
Q3UHX9,CI114_MOUSE,227695;,Spout1
P56198,CIDEC_MOUSE,14311;,Cidec
P97769,CITE1_MOUSE,12705;,Cited1
Q9CX25,CJ143_MOUSE,77252;,
Q9D131,CK001_MOUSE,68721;,
Q9D8N1,CK024_MOUSE,72056;,
Q8BHR8,CK049_MOUSE,228356;,
Q7TSQ1,CL18A_MOUSE,353287;,Clec18a
Q80TV8,CLAP1_MOUSE,76707;,Clasp1
Q8BRT1,CLAP2_MOUSE,76499;,Clasp2
Q03059,CLAT_MOUSE,,Chat
Q8BHN9,CLBA1_MOUSE,217887;,Clba1
Q8BWY2,CLC1A_MOUSE,243653;,Clec1a
Q80XD9,CLC2E_MOUSE,,Clec2e
Q8C1T8,CLC2H_MOUSE,94071;,Clec2h
P0C7M9,CLC2L_MOUSE,665180;,Clec2l
Q9R0Q8,CLC4E_MOUSE,56619;,Clec4e
Q9D7Z6,CLCA1_MOUSE,23844;,Clca1
Q9WUB6,CLCKB_MOUSE,56365;,Clcnkb
Q9WVD4,CLCN5_MOUSE,12728;,Clcn5
O35454,CLCN6_MOUSE,26372;,Clcn6
Q9Z0S3,CLD14_MOUSE,56173;,Cldn14
Q9Z0S5,CLD15_MOUSE,60363;,Cldn15
O88551,CLD1_MOUSE,12737;,Cldn1
Q9D7D7,CLD23_MOUSE,71908;,Cldn23
O54942,CLD5_MOUSE,12741;,Cldn5
Q9Z261,CLD7_MOUSE,53624;,Cldn7
Q9DAC0,CLF2B_MOUSE,75502;,Cmtm2b
P52194,CLGN_MOUSE,12745;,Clgn
Q8BXK9,CLIC5_MOUSE,224796;,Clic5
Q9JIZ0,CMLO1_MOUSE,66116;,Cml1
Q9JIY8,CMLO3_MOUSE,100504710;93674;,Cml3
Q80Y50,CMTA2_MOUSE,216874;,Camta2
Q8BWQ4,CMTR2_MOUSE,234728;,Cmtr2
Q70KF4,CMYA5_MOUSE,,Cmya5
P16330,CN37_MOUSE,12799;,Cnp
Q9JJN6,CNBP1_MOUSE,67087;,Ctnnbip1
Q8BSP2,CNDH2_MOUSE,52683;,Ncaph2
Q8BUG2,CNDP1_MOUSE,338403;,Cndp1
Q3TP92,CNEP1_MOUSE,67181;,Ctdnep1
O35372,CNIH1_MOUSE,12793;,Cnih1
Q9CX13,CNIH4_MOUSE,98417;,Cnih4
Q80YA9,CNKR2_MOUSE,245684;,Cnksr2
Q9Z1F6,CNMD_MOUSE,16840;,Cnmd
Q9DAW9,CNN3_MOUSE,71994;,Cnn3
Q32NY4,CNNM3_MOUSE,94218;,Cnnm3
Q8C5L3,CNOT2_MOUSE,72068;,Cnot2
Q8K3P5,CNOT6_MOUSE,104625;,Cnot6
Q4VAB4,CNPY1_MOUSE,269637;,Cnpy1
Q9CRC3,CO040_MOUSE,67290;,
P08121,CO3A1_MOUSE,12825;,Col3a1
P02463,CO4A1_MOUSE,12826;,Col4a1
P08122,CO4A2_MOUSE,12827;,Col4a2
Q9QZR9,CO4A4_MOUSE,12829;,Col4a4
P06684,CO5_MOUSE,15139;,C5
Q8BZB2,COAC_MOUSE,66812;,Ppcdc
P11087,CO1A1_MOUSE,12842;,Col1a1
Q01149,CO1A2_MOUSE,12843;,Col1a2
Q9QZS0,CO4A3_MOUSE,12828;,Col4a3
P01029,CO4B_MOUSE,12268;,C4b
A2AX52,CO6A4_MOUSE,68553;,Col6a4
A6H584,CO6A5_MOUSE,665033;,Col6a5
Q8K182,CO8A_MOUSE,230558;,C8a
Q8VCG4,CO8G_MOUSE,69379;,C8g
Q8BT51,COA4_MOUSE,68185;,COA4
Q3UMF0,COBL1_MOUSE,319876;,Cobll1
Q9R1N9,CODA1_MOUSE,12817;,Col13a1
Q07802,COE1_MOUSE,13591;,Ebf1
P45591,COF2_MOUSE,12632;,Cfl2
Q8C0L8,COG5_MOUSE,238123;,Cog5
Q3UM29,COG7_MOUSE,233824;,Cog7
Q9JJA2,COG8_MOUSE,97484;,Cog8
Q8BLX7,COGA1_MOUSE,107581;,Col16a1
Q30D77,COOA1_MOUSE,71355;,Col24a1
Q8CIE6,COPA_MOUSE,12847;,Copa
Q9JIF7,COPB_MOUSE,70349;,Copb1
P19536,COX5B_MOUSE,,Cox5b
Q8K1L6,CP074_MOUSE,68918;,
P00184,CP1A1_MOUSE,13076;,Cyp1a1
Q64429,CP1B1_MOUSE,13078;,Cyp1b1
Q91W64,CP270_MOUSE,226105;,Cyp2c70
O35084,CP27B_MOUSE,13115;,Cyp27b1
Q64459,CP3AB_MOUSE,13112;,Cyp3a11
Q64464,CP3AD_MOUSE,13113;,Cyp3a13
Q6A152,CP4X1_MOUSE,81906;,Cyp4x1
Q60991,CP7B1_MOUSE,13123;,Cyp7b1
P84086,CPLX2_MOUSE,12890;,Cplx2
Q8R1B5,CPLX3_MOUSE,235415;,Cplx3
Q8JZW4,CPNE5_MOUSE,240058;,Cpne5
Q1RLL3,CPNE9_MOUSE,211232;,Cpne9
O35218,CPSF2_MOUSE,51786;,Cpsf2
Q3TYS2,CQ062_MOUSE,217370;,
Q3V3I5,CQ067_MOUSE,217071;,Gm525
Q32M00,CRBL2_MOUSE,232430;,Crebl2
Q61817,CREB3_MOUSE,,Creb3
Q91XD7,CREL1_MOUSE,171508;,Creld1
Q9CYA0,CREL2_MOUSE,76737;,Creld2
Q8CDG5,CRERF_MOUSE,77128;,Crebrf
P24622,CRYAA_MOUSE,12954;,Cryaa
O54983,CRYM_MOUSE,12971;,Crym
Q8CFG8,CS1B_MOUSE,317677;,C1sb
Q9QXT8,CSEN_MOUSE,56461;,Kcnip3
P07141,CSF1_MOUSE,12977;,Csf1
Q8CC36,CDNF_MOUSE,227526;,Cdnf
Q9CQ10,CHMP3_MOUSE,66700;,Chmp3
P61022,CHP1_MOUSE,56398;,Chp1
Q6IQX7,CHSS2_MOUSE,74241;,Chpf
O88199,CHST3_MOUSE,53374;,Chst3
Q9R1I1,CHST4_MOUSE,26887;,Chst4
Q9EP78,CHST7_MOUSE,60322;,Chst7
Q76EC5,CHST9_MOUSE,71367;,Chst9
Q9CY57,CHTOP_MOUSE,66511;,Chtop
Q6DG52,CHUR_MOUSE,211151;,Churc1
P58686,CI016_MOUSE,73737;,
Q6DFW0,CI072_MOUSE,73205;,
Q9Z309,CIB2_MOUSE,56506;,Cib2
Q9CQB5,CISD2_MOUSE,67006;,Cisd2
Q9D8Q6,CK053_MOUSE,69809;,
Q91VN2,CK071_MOUSE,434402;,Gm5617
Q9CQI4,CK074_MOUSE,68170;,Nwc
Q4VA45,CK095_MOUSE,108899;,
Q3UPL5,CK096_MOUSE,620695;,Ag2
Q8BTG6,CL049_MOUSE,76792;,
Q6P1I3,CL066_MOUSE,270802;,
Q8BRU4,CLC9A_MOUSE,232414;,Clec9a
O08585,CLCA_MOUSE,,Clta
Q9QZM3,CLCF1_MOUSE,56708;,Clcf1
Q64347,CLCN1_MOUSE,12723;,Clcn1
O70496,CLCN7_MOUSE,26373;,Clcn7
P56857,CLD18_MOUSE,56492;,Cldn18
Q9Z0S7,CLD9_MOUSE,56863;,Cldn9
Q9CQX5,CLDN1_MOUSE,224250;,Cldnd1
Q9D9H2,CLDN2_MOUSE,74276;,Cldnd2
Q9DAR1,CLF2A_MOUSE,73381;,Cmtm2a
Q68FD5,CLH1_MOUSE,67300;,Cltc
Q8CI96,CLIP4_MOUSE,78785;,Clip4
P22518,CLK1_MOUSE,12747;,Clk1
Q8K249,CLM2_MOUSE,217306;,Cd300e
Q8VCH2,CLM5_MOUSE,217305;,Cd300ld
Q7TSN2,CLM_MOUSE,140497;,Clm
Q60649,CLPB_MOUSE,20480;,Clpb
Q8R4N0,CLYBL_MOUSE,69634;,Clybl
Q61419,CMAH_MOUSE,12763;,Cmah
P97468,CML1_MOUSE,14747;,Cmklr1
A2A891,CMTA1_MOUSE,100072;,Camta1
Q9D1A2,CNDP2_MOUSE,66054;,Cndp2
Q9D995,CNTD1_MOUSE,68107;,Cntd1
P51642,CNTF_MOUSE,12803;,Cntf
A2AM05,CNTLN_MOUSE,338349;,Cntln
Q61330,CNTN2_MOUSE,21367;,Cntn2
Q9JMB8,CNTN6_MOUSE,53870;,Cntn6
O54991,CNTP1_MOUSE,53321;,Cntnap1
Q9CPW0,CNTP2_MOUSE,66797;,Cntnap2
Q61908,CMC4_MOUSE,105886298;,Cmc4
P61249,CNCG_MOUSE,78600;,Pde6h
Q8C156,CND2_MOUSE,215387;,Ncaph
Q6PCW6,CNFN_MOUSE,72383;,Cnfn
Q62398,CNGA2_MOUSE,12789;,Cnga2
Q08093,CNN2_MOUSE,12798;,Cnn2
Q9CWN7,CNO11_MOUSE,52846;,Cnot11
Q6ZQ08,CNOT1_MOUSE,234594;,Cnot1
Q8K0V4,CNOT3_MOUSE,232791;,Cnot3
Q9D8X5,CNOT8_MOUSE,69125;,Cnot8
Q9QXT0,CNPY2_MOUSE,56530;,Cnpy2
Q9DAU1,CNPY3_MOUSE,72029;,Cnpy3
P47746,CNR1_MOUSE,12801;,Cnr1
Q8CBC4,CNST_MOUSE,226744;,Cnst
P21180,CO2_MOUSE,12263;,C2
O88207,CO5A1_MOUSE,12831;,Col5a1
Q3U962,CO5A2_MOUSE,12832;,Col5a2
Q8C6K9,CO6A6_MOUSE,245026;,Col6a6
Q00780,CO8A1_MOUSE,12837;,Col8a1
Q8BH35,CO8B_MOUSE,110382;,C8b
Q05722,CO9A1_MOUSE,12839;,Col9a1
Q07643,CO9A2_MOUSE,,Col9a2
P06683,CO9_MOUSE,12279;,C9
Q99M07,COA5_MOUSE,76178;,Coa5
Q9DBL7,COASY_MOUSE,71743;,Coasy
Q64739,COBA2_MOUSE,12815;,Col11a2
Q60847,COCA1_MOUSE,12816;,Col12a1
Q8R395,COMD5_MOUSE,66398;,Commd5
Q3V4B5,COMD6_MOUSE,66200;,Commd6
Q8K2Q0,COMD9_MOUSE,76501;,Commd9
Q8K4G2,CONA1_MOUSE,237759;,Col23a1
Q99MQ5,COPA1_MOUSE,77018;,Col25a1
Q66JT7,COQ2_MOUSE,71883;,Coq2
P56469,CORT_MOUSE,12854;,Cort
Q9CR63,COX16_MOUSE,66272;,Cox16
P00397,COX1_MOUSE,17708;,Mtco1
Q9D7J4,COX20_MOUSE,66359;,Cox20
P00405,COX2_MOUSE,17709;,Mtco2
Q91W29,COX42_MOUSE,84682;,Cox4i2
Q9CPQ1,COX6C_MOUSE,12864;,Cox6c
Q61387,COX7R_MOUSE,20463;,Cox7a2l
Q922R1,CP070_MOUSE,234678;,
Q9CR55,CP087_MOUSE,66714;,
E9QMW4,CP096_MOUSE,78809;,
P97450,ATP5J_MOUSE,11957;,Atp5j
Q03265,ATPA_MOUSE,11946;,Atp5f1a
P56480,ATPB_MOUSE,11947;,Atp5f1b
Q91VR2,ATPG_MOUSE,11949;,Atp5f1c
O70126,AURKB_MOUSE,20877;,Aurkb
Q80U56,AVL9_MOUSE,78937;,Avl9
Q6E1M8,AWAT2_MOUSE,245532;,Awat2
O88566,AXIN2_MOUSE,12006;,Axin2
Q9QYP6,AZI2_MOUSE,27215;,Azi2
O35484,AZIN1_MOUSE,54375;,Azin1
Q920V1,B3GL1_MOUSE,26879;,B3galnt1
Q9Z222,B3GN2_MOUSE,53625;,B3GNT2
Q3U129,B3GNL_MOUSE,210004;,B3gntl1
Q8BWP8,B4GA1_MOUSE,108902;,B4gat1
Q9JMK0,B4GT5_MOUSE,56336;,B4galt5
Q8R087,B4GT7_MOUSE,218271;,B4galt7
Q8VHV1,BAALC_MOUSE,118452;,Baalc
Q922M3,BACD3_MOUSE,330171;,Kctd10
P97302,BACH1_MOUSE,12013;,Bach1
Q91V12,BACH_MOUSE,70025;,Acot7
Q80TT2,BAIP3_MOUSE,,Baiap3
Q8VBU8,BANP_MOUSE,53325;,Banp
Q9DCT6,BAP18_MOUSE,104457;,Bap18
Q9Z2F6,BCL3_MOUSE,12051;,Bcl3
E9Q6J5,BD1L1_MOUSE,665775;,Bod1l
Q8BGM5,BEST2_MOUSE,212989;,Best2
Q9WTZ8,BEX2_MOUSE,12069;,Bex2
Q3TZW7,BEX6_MOUSE,328660;,Bex6
O88398,AVIL_MOUSE,11567;,Avil
P16283,B3A3_MOUSE,20536;,Slc4a3
Q5JCS9,B3GN3_MOUSE,72297;,B3gnt3
Q8BGY6,B3GN5_MOUSE,108105;,B3gnt5
Q8R3I9,B3GN8_MOUSE,232984;,B3gnt8
Q9Z2Y2,B4GT2_MOUSE,53418;,B4galt2
Q9JJ04,B4GT4_MOUSE,56375;,B4galt4
Q9R1S0,B9D1_MOUSE,27078;,B9d1
Q8K3W0,BABA2_MOUSE,107976;,Babam2
P56818,BACE1_MOUSE,23821;,Bace1
Q61337,BAD_MOUSE,12015;,Bad
Q99PU7,BAP1_MOUSE,104416;,Bap1
Q9ER42,BARX1_MOUSE,12022;,Barx1
O88379,BAZ1A_MOUSE,,Baz1a
Q9JJS6,BCDO1_MOUSE,63857;,Bco1
Q67FY2,BCL9L_MOUSE,80288;,Bcl9l
Q6PAJ1,BCR_MOUSE,110279;,Bcr
Q9CZP5,BCS1_MOUSE,66821;,Bcs1l
P21237,BDNF_MOUSE,12064;,Bdnf
P0DM65,BECN2_MOUSE,226720;,Becn2
Q6H1V1,BEST3_MOUSE,382427;,Best3
Q9R224,BEX1_MOUSE,19716;,Bex1
Q9CWT2,BEX4_MOUSE,406217;,Bex4
Q8BGW3,BHE23_MOUSE,140489;,Bhlhe23
Q9D2C7,BI1_MOUSE,110213;,Tmbim6
Q9DBJ3,BI2L1_MOUSE,66898;,Baiap2l1
Q80Y61,BI2L2_MOUSE,207495;,Baiap2l2
Q99MQ1,BICC1_MOUSE,83675;,Bicc1
O08539,BIN1_MOUSE,30948;,Bin1
Q8VDP2,CX056_MOUSE,77644;,
Q9WUS4,CXA10_MOUSE,14610;,Gja10
P28235,CXA4_MOUSE,14612;,Gja4
Q6W5C0,CXCL3_MOUSE,330122;,Cxcl3
Q8BQU6,CXG2_MOUSE,118454;,Gjc2
Q921C1,CXG3_MOUSE,118446;,Gjc3
O55038,CXL13_MOUSE,55985;,Cxcl13
Q91X77,CY250_MOUSE,107141;,Cyp2c50
Q5SQX6,CYFP2_MOUSE,76884;,Cyfip2
P35173,CYT3_MOUSE,20863;,Stfa3
P21460,CYTC_MOUSE,13010;,Cst3
Q8K353,CYTM1_MOUSE,,Cystm1
Q5M8N4,D39U1_MOUSE,654795;,Sdr39u1
Q3UYV8,DAAF3_MOUSE,436022;,Dnaaf3
P97318,DAB1_MOUSE,13131;,Dab1
Q0PHV7,DACT3_MOUSE,629378;,Dact3
Q9QXT1,DAPP1_MOUSE,26377;,Dapp1
Q9JII5,DAZP1_MOUSE,70248;,Dazap1
O09035,DBIL5_MOUSE,13168;,Dbil5
O88485,DC1I1_MOUSE,13426;,Dync1i1
Q8R1Q8,DC1L1_MOUSE,235661;,Dync1li1
Q6PDL0,DC1L2_MOUSE,234663;,Dync1li2
D3Z6H8,DCAM2_MOUSE,100041585;,Amd2
P70211,DCC_MOUSE,13176;,Dcc
P48318,DCE1_MOUSE,14415;,Gad1
P35347,CRFR1_MOUSE,12921;,Crhr1
Q03740,CRGE_MOUSE,12968;,Cryge
Q9JLL0,CRIM1_MOUSE,50766;,Crim1
Q9DCT8,CRIP2_MOUSE,68337;,Crip2
A2A5I3,CRSPL_MOUSE,100043899;,R3hdml
Q8QZT4,CRUM3_MOUSE,224912;,Crb3
Q62059,CSPG2_MOUSE,,Vcan
Q9D269,CST11_MOUSE,78240;,Cst11
Q8VII3,CST14_MOUSE,78609;,Cst14
Q8BIQ5,CSTF2_MOUSE,108062;,Cstf2
Q99LI7,CSTF3_MOUSE,228410;,Cstf3
Q9DA42,CT085_MOUSE,72221;,
Q9D112,CT196_MOUSE,73747;,
Q09143,CTR1_MOUSE,11987;,Slc7a1
Q3URE8,CTXN2_MOUSE,381418;,Ctxn2
Q9WTX6,CUL1_MOUSE,26965;,Cul1
Q3U595,CV039_MOUSE,72307;,
Q8C5N3,CWC22_MOUSE,80744;,Cwc22
Q7TMB8,CYFP1_MOUSE,20430;,Cyfip1
Q8BHZ5,CYREN_MOUSE,78412;,Cyren
A2AJQ3,D19L4_MOUSE,381510;,Dpy19l4
Q8R4A3,DACT1_MOUSE,59036;,Dact1
P61804,DAD1_MOUSE,13135;,Dad1
Q61475,DAF1_MOUSE,13136;,Cd55
Q76LW6,DAND5_MOUSE,23863;,Dand5
Q8VDF3,DAPK2_MOUSE,13143;,Dapk2
Q6VGS5,DAPLE_MOUSE,68339;,Ccdc88c
Q64263,DAR10_MOUSE,13219;,Defa-rs10
Q64368,DAZL_MOUSE,13164;,Dazl
Q9QZ41,DBF4A_MOUSE,27214;,Dbf4
Q8R3I3,COG6_MOUSE,67542;,Cog6
Q8K4Q8,COL12_MOUSE,140792;,Colec12
Q9CQ02,COMD4_MOUSE,66199;,Commd4
Q9CZG3,COMD8_MOUSE,27784;,Commd8
Q9CPU9,COPT2_MOUSE,20530;,Slc31a2
P56394,COX17_MOUSE,12856;,Cox17
P00416,COX3_MOUSE,17710;,mt-Co3
A6H666,COX8C_MOUSE,75483;,Cox8c
Q8K199,COXM2_MOUSE,66531;,Cmc2
Q7TSH4,CP110_MOUSE,101565;,Ccp110
Q62036,CP131_MOUSE,12009;,Cep131
Q8BKE6,CP20A_MOUSE,77951;,Cyp20a1
P56654,CP237_MOUSE,13096;,Cyp2c37
Q9D816,CP255_MOUSE,72082;,Cyp2c55
Q8CIM7,CP2DQ_MOUSE,76279;,Cyp2d26
O54750,CP2J6_MOUSE,13110;,Cyp2j6
Q6VVW9,CP2R1_MOUSE,244209;,Cyp2r1
Q9DBX6,CP2S1_MOUSE,74134;,Cyp2s1
Q9JKJ9,CP39A_MOUSE,56050;,Cyp39a1
O35728,CP4AE_MOUSE,13119;,Cyp4a14
Q8BQZ5,CPSF4_MOUSE,54188;,Cpsf4
Q9CQF3,CPSF5_MOUSE,68219;,Nudt21
P52825,CPT2_MOUSE,12896;,Cpt2
Q9CX63,CQ099_MOUSE,77727;,
Q5XFZ0,CR021_MOUSE,68046;,
Q8BH50,CR025_MOUSE,212163;,
Q9JJV0,CRBA4_MOUSE,12959;,Cryba4
Q9JJU9,CRBB3_MOUSE,12962;,Crybb3
Q8BWG9,CRCM1_MOUSE,109305;,Orai1
Q8BW22,CREST_MOUSE,269397;,Ss18l1
Q60748,CRFR2_MOUSE,12922;,Crhr2
P04345,CRGA_MOUSE,12964;,Cryga
Q61597,CRGC_MOUSE,12966;,Crygc
P04342,CRGD_MOUSE,12967;,Crygd
Q9CYD3,CRTAP_MOUSE,56693;,Crtap
Q8VHS2,CRUM1_MOUSE,170788;,Crb1
P97784,CRY1_MOUSE,12952;,Cry1
A6H6Q4,CS071_MOUSE,432479;,
H3BKT1,CS084_MOUSE,105242927;,
Q8CH19,CS2IP_MOUSE,224291;,Csnka2ip
Q91W50,CSDE1_MOUSE,229663;,Csde1
Q9QX11,CYH1_MOUSE,19157;,Cyth1
P63034,CYH2_MOUSE,19158;,Cyth2
O08967,CYH3_MOUSE,19159;,Cyth3
Q80TQ2,CYLD_MOUSE,74256;,Cyld
Q91VY6,CYTIP_MOUSE,227929;,Cytip
Q2KN98,CYTSA_MOUSE,74392;,Specc1l
P0CW70,D19L2_MOUSE,320752;,Dpy19l2
Q8R368,DAAF4_MOUSE,67685;,Dnaaf4
Q80U19,DAAM2_MOUSE,76441;,Daam2
Q925Q8,DACH2_MOUSE,93837;,Dach2
Q7TN08,DACT2_MOUSE,240025;,Dact2
Q9QZ73,DCNL1_MOUSE,114893;,Dcun1d1
Q9CYC6,DCP2_MOUSE,70640;,Dcp2
Q9JIC3,DCR1A_MOUSE,,Dclre1a
Q9CWS0,DDAH1_MOUSE,69219;,Ddah1
Q80YA3,DDHD1_MOUSE,114874;,Ddhd1
Q9D3F7,DDIT4_MOUSE,74747;,Ddit4
Q9JJY4,DDX20_MOUSE,53975;,Ddx20
Q9QY15,DDX25_MOUSE,30959;,Ddx25
Q6ZPL9,DDX55_MOUSE,67848;,Ddx55
Q9Z1T5,DEAF1_MOUSE,54006;,Deaf1
P82020,DEFB2_MOUSE,13215;,Defb2
P82019,DEFB4_MOUSE,56519;,Defb4
Q8BH88,DEP1B_MOUSE,218581;,Depdc1b
Q99J56,DERL1_MOUSE,67819;,Derl1
P48771,CX7A2_MOUSE,12866;,Cox7a2
Q810W6,CXCR1_MOUSE,227288;,Cxcr1
O54851,CXD2_MOUSE,14617;,Gjd2
Q91YD1,CXD3_MOUSE,353155;,Gjd3
Q8BSD4,CXD4_MOUSE,225152;,Gjd4
Q9D0M3,CY1_MOUSE,66445;,Cyc1
Q6P1H1,CYAC3_MOUSE,225912;,Cyb561a3
P56395,CYB5_MOUSE,109672;,Cyb5a
Q9CXW3,CYBP_MOUSE,12301;,Cacybp
P00015,CYC2_MOUSE,13067;,Cyct
Q9CX80,CYGB_MOUSE,114886;,Cygb
Q9QXA1,CYHR1_MOUSE,54151;,Cyhr1
Q61476,DAF2_MOUSE,13137;,Cd55b
P18760,COF1_MOUSE,12631;,Cfl1
P39061,COIA1_MOUSE,12822;,Col18a1
Q5SU73,COIL_MOUSE,,Coil
Q0VF58,COJA1_MOUSE,12823;,Col19a1
Q3SXB8,COL11_MOUSE,71693;,Colec11
P01193,COLI_MOUSE,18976;,Pomc
Q9CQC2,COL_MOUSE,109791;,Clps
Q63829,COMD3_MOUSE,12238;,Commd3
Q8BGB8,COQ4_MOUSE,227683;,Coq4
Q566J8,COQ8B_MOUSE,,Coq8b
P48772,COX8B_MOUSE,12869;,Cox8b
Q8C708,CP054_MOUSE,101602;,
P56656,CP239_MOUSE,13098;,Cyp2c39
Q9DBG1,CP27A_MOUSE,104086;,Cyp27a1
Q64458,CP2CT_MOUSE,13095;,Cyp2c29
P11714,CP2D9_MOUSE,13105;,Cyp2d9
Q9CX98,CP2U1_MOUSE,71519;,Cyp2u1
Q8K0C4,CP51A_MOUSE,13121;,Cyp51a1
Q64505,CP7A1_MOUSE,13122;,Cyp7a1
O88962,CP8B1_MOUSE,13124;,Cyp8b1
Q7TN99,CPEB3_MOUSE,208922;,Cpeb3
Q8R555,CRAC1_MOUSE,72832;,Crtac1
P02525,CRBA1_MOUSE,,Cryba1
Q01147,CREB1_MOUSE,12912;,Creb1
P16563,CRIS2_MOUSE,22024;,Crisp2
Q03402,CRIS3_MOUSE,11572;,Crisp3
Q64010,CRK_MOUSE,12928;,Crk
Q9JM58,CRLF1_MOUSE,12931;,Crlf1
Q9Z2L7,CRLF3_MOUSE,54394;,Crlf3
P0CG14,CTF8A_MOUSE,214987;,Chtf8
Q8R311,CTGE5_MOUSE,,Ctage5
P29268,CTGF_MOUSE,14219;,Ctgf
Q8C6G1,CU002_MOUSE,67884;,
Q9D4H8,CUL2_MOUSE,71745;,Cul2
Q3TCH7,CUL4A_MOUSE,99375;,Cul4a
Q9JHS9,CWC15_MOUSE,66070;,Cwc15
Q9DBF7,CWC25_MOUSE,67480;,Cwc25
Q9D454,CX049_MOUSE,71088;,
Q3V2K1,CX065_MOUSE,245536;,Gm614
P00158,CYB_MOUSE,17711;,Mt-Cyb
P56567,CYTA_MOUSE,209294;,Csta
Q62426,CYTB_MOUSE,13014;,Cstb
Q5SXY1,CYTSB_MOUSE,,Specc1
Q8CIM3,D2HDH_MOUSE,98314;,D2hgdh
Q9D665,D42E1_MOUSE,74032;,Sdr42e1
Q9CZ00,DBND1_MOUSE,72185;,Dbndd1
Q8CBW4,DC121_MOUSE,245404;,Dcaf12l1
Q91VU6,DCA11_MOUSE,28199;,Dcaf11
Q14AI0,DCC1_MOUSE,72107;,DSCC1
Q9D1B8,DCD2C_MOUSE,68511;,Dcdc2c
Q8K2D6,DCTD_MOUSE,320685;,Dctd
O08788,DCTN1_MOUSE,13191;,Dctn1
P28311,DEFA4_MOUSE,13238;,Defa4
P50706,DEFA8_MOUSE,,Defa8
Q91VD6,DEFB6_MOUSE,116746;,Defb6
Q7TNV0,DEK_MOUSE,110052;,Dek
P35175,CYT1_MOUSE,20861;,Stfa1
Q62165,DAG1_MOUSE,13138;,Dag1
Q6PJN8,DALD3_MOUSE,67789;,Dalrd3
Q80YE7,DAPK1_MOUSE,69635;,Dapk1
Q9CRD4,DBND2_MOUSE,52840;,Dbndd2
Q60925,DBP_MOUSE,13170;,Dbp
Q923B1,DBR1_MOUSE,83703;,Dbr1
Q8BGW4,DC122_MOUSE,245403;,Dcaf12l2
O88487,DC1I2_MOUSE,13427;,Dync1i2
Q8K0T2,DC2L1_MOUSE,213575;,Dync2li1
Q8BGZ3,DCA12_MOUSE,68970;,Dcaf12
Q6PAC3,DCA13_MOUSE,223499;,Dcaf13
Q3TUL7,DCA17_MOUSE,75763;,Dcaf17
Q8BHC4,DCAKD_MOUSE,68087;,Dcakd
Q99KJ8,DCTN2_MOUSE,69654;,Dctn2
Q9Z0Y1,DCTN3_MOUSE,53598;,Dctn3
P70697,DCUP_MOUSE,22275;,Urod
Q811I0,ATPF1_MOUSE,,Atpaf1
Q9WVK0,ATRAP_MOUSE,11610;,Agtrap
P58459,ATS10_MOUSE,224697;,Adamts10
Q769J6,ATS13_MOUSE,279028;,Adamts13
P97857,ATS1_MOUSE,11504;,Adamts1
P28658,ATX10_MOUSE,54138;,Atxn10
P54254,ATX1_MOUSE,20238;,Atxn1
A0A087WPF7,AUTS2_MOUSE,319974;,Auts2
Q9D9K3,AVEN_MOUSE,74268;,Aven
P70345,B2CL2_MOUSE,12050;,Bcl2l2
P58158,B3GA3_MOUSE,72727;,B3gat3
Q1RLK6,B3GN4_MOUSE,231727;,B3gnt4
Q8K0J2,B3GN7_MOUSE,227327;,B3gnt7
O54905,B3GT2_MOUSE,26878;,B3galt2
Q8BGV7,BACD1_MOUSE,233877;,Kctd13
O70479,BACD2_MOUSE,21927;,Tnfaip1
Q9JL18,BACE2_MOUSE,56175;,Bace2
Q8BVR0,BAFL_MOUSE,403171;,Banf2
Q91YN9,BAG2_MOUSE,213539;,Bag2
Q3UHR0,BAHC1_MOUSE,268515;,Bahcc1
Q8BKX1,BAIP2_MOUSE,108100;,Baiap2
O08734,BAK_MOUSE,12018;,Bak1
Q91XV3,BASP1_MOUSE,70350;,Basp1
Q8R1H8,BATF2_MOUSE,74481;,Batf2
Q922M7,ASHWN_MOUSE,98404;,
Q80Z10,ASTN2_MOUSE,56079;,Astn2
Q8C4A5,ASXL3_MOUSE,211961;,Asxl3
Q9R0K7,AT2B2_MOUSE,11941;,Atp2b2
Q6Q477,AT2B4_MOUSE,381290;,Atp2b4
Q9D906,ATG7_MOUSE,74244;,Atg7
Q6EBV9,ATG9B_MOUSE,213948;,Atg9b
Q06185,ATP5I_MOUSE,11958;,Atp5i
Q9CRA7,ATP5S_MOUSE,68055;,Atp5s
Q9DB20,ATPO_MOUSE,28080;,Atp5o
Q6A051,ATRN1_MOUSE,226255;,Atrnl1
Q811B3,ATS12_MOUSE,239337;,Adamts12
Q69Z28,ATS16_MOUSE,271127;,Adamts16
Q4VC17,ATS18_MOUSE,208936;,Adamts18
P59509,ATS19_MOUSE,240322;,Adamts19
